name,marla,area_sqft,floor_number,total_floors,built_year,address,description,floor,floors_in_building,bedrooms,bathrooms,kitchens,servant_quarters,store_rooms,price,society,luxury_score,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms
"1 BHK Dream Gardens, Defence Road, Lahore, Punjab",2.1,571.725,4.0,8.0,2024.0,"Dream Gardens, Defence Road, Lahore, Punjab",290 square feet studio appertment for sale in eagle hight dream garden lahore,4.0,8.0,1.0,1.0,1.0,2.0,1.0,7000000,Dream Gardens,140,1,1,1,1,1,1,1,1,1,1
"- BHK Dream Gardens Phase 1, Dream Gardens, Defence Road, Lahore, Punjab",1.6,435.6,,,,"Dream Gardens Phase 1, Dream Gardens, Defence Road, Lahore, Punjab","Own your dream property today! This 356 sq ft studio apartment for sale in Dream Gardens Lahore is part of the stunning Eagle Heights project by Eagle Group a trusted name in real estate development. Perfect for both living and investment, this modern studio offers a luxurious lifestyle at an affordable price. Featuring an elegant design, open layout, and premium finishes, the apartment provides a comfortable and contemporary living experience. The project includes all essential amenities 24/7 security, fast elevators, dedicated parking, power backup, and nearby shopping and dining options ensuring convenience and peace of mind for residents. Located in the highly sought-after Dream Gardens, this property offers easy access to major city routes, educational institutions, hospitals, and entertainment hubs. With a demand of PKR 6,763,644, its a great opportunity for genuine buyers and investors seeking high rental yield and property value appreciation. Contact Eagle Group today to book your unit in Eagle Heights, Dream Gardens Lahore where smart investment meets modern living.",,,3.0,3.0,1.0,1.0,,6700000,Dream Gardens,102,1,1,1,1,0,0,1,0,0,0
"- BHK Dream Gardens Phase 1, Dream Gardens, Defence Road, Lahore, Punjab",1.6,435.6,,,,"Dream Gardens Phase 1, Dream Gardens, Defence Road, Lahore, Punjab","Discover comfortable living in this well-designed 370 sq ft studio apartment located in Eagle Heights, Dream Gardens a secure, modern community offering a peaceful lifestyle and easy access to all major amenities. This studio features an open-concept layout with bright interiors, a functional kitchenette, and a private bath. Ideal for singles, young professionals, or investors, the apartment offers great rental potential and long-term value. Property Highlights: Size: 370 Sq Ft Type: Studio Apartment Location: Eagle Heights, Dream Gardens Demand: PKR 70 Lakh Modern design with quality finishes Secure gated community Access to parks, shopping, and dining 24/7 security and maintenance services Suitable for living or investment",,,1.0,1.0,1.0,1.0,1.0,7000000,Dream Gardens,73,0,0,1,0,0,0,0,0,0,0
"1 BHK Dream Gardens Phase 1, Dream Gardens, Defence Road, Lahore, Punjab",2.8,762.3,,,,"Dream Gardens Phase 1, Dream Gardens, Defence Road, Lahore, Punjab","For sale: A spacious 1bedroom apartment measuring 638 sq. ft in the prestigious Dream Garden Eagle Heights. This modern apartment offers a comfortable lifestyle with contemporary finishes, abundant natural light, and a serene view. Located in a secure, well-planned society with all essential amenities including 24/7 security, elevators, and dedicated parking, this property is ideal for investors or first-time homeowners. With easy access to main roads, shopping centers, and schools, Eagle Heights provides a premium living experience in Lahore. Demand: PKR 12,121,362 Invest in your dream home today and enjoy luxury living in one of Lahores most sought-after communities.",,,2.0,2.0,1.0,,1.0,12100000,Dream Gardens,60,0,0,1,0,0,0,0,0,0,0
"- BHK Dream Gardens Phase 1, Dream Gardens, Defence Road, Lahore, Punjab",1.3,353.925,6.0,8.0,2025.0,"Dream Gardens Phase 1, Dream Gardens, Defence Road, Lahore, Punjab",295 Square Feet 1 Bedroom Apartment For Sale In Dream Garden Phase 1 Lahore TV Lounge Kitchen Drawing Room 1 Bedroom Attach Bathroom,6.0,8.0,2.0,2.0,1.0,,,6500000,Dream Gardens,137,1,1,1,1,1,1,1,1,1,0
"1 BHK Dream Gardens, Defence Road, Lahore, Punjab",2.3,626.175,,,2024.0,"Dream Gardens, Defence Road, Lahore, Punjab","1 Bed Corner Apartment Lift Operated CCTV Surveillance 24/7 Security Departmental Store, Pharmacie, Laundry, Milk Shop, Restaurant, Mobile And Tuck Are Available On Ground Floor. Rooftop Restaurant Is Just One Button Away. 5 Minutes From Ring Road Lahore And 12 Minutes From Motorway M2. Nearest To Superior University, UOL, UMT And Other Top Rated Universities. 3 Minutes From Bahria Town Lahore 5 Minutes From Johar Town. Rented at 36 thousand per month",,,2.0,2.0,1.0,1.0,1.0,8200000,Dream Gardens,131,1,1,1,1,1,1,1,1,1,1
"2 BHK Dawood Residency Housing Scheme, Defence Road, Lahore, Punjab",4.2,1143.45,,,,"Dawood Residency Housing Scheme, Defence Road, Lahore, Punjab",Haq Nawaz Real Estate And Builders Offer . Two Bed Flat For Sale. Dawood Residency Society Facing Park Two Bedroom Attached Washroom Very .,,,1.0,1.0,1.0,1.0,1.0,8000000,Dawood Residency Housing Scheme,23,0,0,0,0,0,0,0,0,0,0
"1 BHK Dream Gardens Phase 1, Dream Gardens, Defence Road, Lahore, Punjab",1.8,490.05,6.0,8.0,2010.0,"Dream Gardens Phase 1, Dream Gardens, Defence Road, Lahore, Punjab",395 Square Feet 1 Bedroom Apartment For Sale In Dream Garden Phase 1 Lahore TV Lounge Kitchen Drawing Room 1 Bedroom Attached Bathroom,6.0,8.0,1.0,1.0,1.0,,,6500000,Dream Gardens,135,1,1,1,1,1,1,1,1,1,0
"1 BHK Dream Gardens Phase 1, Dream Gardens, Defence Road, Lahore, Punjab",2.6,707.85,6.0,8.0,2026.0,"Dream Gardens Phase 1, Dream Gardens, Defence Road, Lahore, Punjab",Furnished 1 Bedroom Apartment For Sale In Dream Garden Phase 1 Lahore TV Lounge Kitchen Drawing Room 1 Bedroom Atchcd Bathroom,6.0,8.0,2.0,2.0,1.0,,2.0,11000000,Dream Gardens,140,1,1,1,1,1,1,1,1,1,1
"3 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",10.0,2722.5,,,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, Stylish Living in DHA! 3-Bed Luxury Apartment for Sale in Defence View Apartments Phase 4 Location: Defence View Apartments, DHA Phase 4 Lahore Size: 2250 Sqft 3 Bedrooms with Attached Bathrooms Kitchen | Lounge | Dedicated Parking | Fast Internet Features & Amenities: Smart Card Entry System Private Balcony with View Gym & Swimming Pool In-House Cinema & Park 24/7 Security & Family-Friendly Environment Rooftop Access | Nearby Pharmacy & Essentials Peaceful, Well-Maintained Community Ideal for Families | Demand: Contact for Price Serious Buyers Contact Now for Visit & Booking Info!",,,2.0,2.0,1.0,1.0,2.0,23500000,Shanghai Road,136,1,1,1,1,1,1,1,1,1,0
"1 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",2.8,762.3,,,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, Investment Opportunity! Furnished Studio Apartment for Sale Defence View Apartments, DHA Phase 4 Location: Defence View Apartments, DHA Phase 4 Studio Apartment Fully Furnished Demand: 118 Lac Rental Income: 95,000 PKR / Month Maintenance Charges: 17,450 PKR Apartment & Building Amenities: Fully Furnished with Modern Interior High Rental Return Ideal for Investors Access to Gym, Swimming Pool & Rooftop In-House Cinema & Playground Dedicated Parking Space 24/7 Security & Maintenance A golden chance to own a luxury furnished studio in a prime DHA Phase 4 location with guaranteed rental income. Contact us today for details & visit!",,,2.0,2.0,1.0,1.0,1.0,11800000,Shanghai Road,101,1,1,1,1,1,1,1,1,1,1
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",6.6,1796.85,3.0,14.0,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, Luxury Living in Defence View Apartments DHA Phase 4! Experience comfort and elegance in this 2 Bed Luxury Apartment spanning 1450 sqft in the heart of DHA Phase 4. Property Highlights: 2 Spacious Bedrooms with Attached Baths Stylish Kitchen & Modern Lounge Dedicated Car Parking 24/7 Security & Smart Card Entry Gym, Swimming Pool & Rooftop Sitting Area In-house Theatre & Playground Proper Family Environment Demand: 195 Lac High Rental Income | Prime Investment Opportunity Defense View Apartments Where Luxury Meets Lifestyle! Contact now for more details or a viewing appointment.",3.0,14.0,2.0,3.0,1.0,2.0,2.0,19500000,Shanghai Road,126,1,1,1,1,1,1,1,1,1,1
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.6,1524.6,,,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, Courtyard-Facing Luxury 2 Bed Apartment for Sale in Defence View Apartments DHA Phase 4 Property Highlights: 2 Spacious Bedrooms with Attached Bathrooms Peaceful Courtyard-Facing View Modern Kitchen & Comfortable TV Lounge Balcony with Pleasant Open Views Dedicated Car Parking 24/7 Security & CCTV Surveillance Proper Family-Oriented Living Environment Project Amenities: Fully Equipped Gym Swimming Pool Cinema / Entertainment Area Childrens Play Area Rooftop Sitting Area In-Building Pharmacy Investment Edge: Excellent Rental Demand & Steady Income Ideal for Investors & End-Users Demand: 250 Lac",,,2.0,2.0,1.0,1.0,1.0,16500000,Shanghai Road,111,0,0,1,0,0,0,0,0,0,0
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.2,1415.7,10.0,5.0,2024.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, Dream Life. . . 2 Bedrooms Corner Apartment Available For Sale In Defense View Apartments | DHA Phase 4, KK Block Main Features; 2 Bedroom With Attached Bathroom. 1 Kitchen. 1 Beautiful Drawing Room. Dreamy View From Terrace. Swimming Pool Modern Gym Smart Card Entry Roof Top Area For Events A Few Minutes' Drive From Main Restaurants And Hospitals. Surrounded By A Safe & Sound Environment. Feel Free To Contact For Further Details!",10.0,5.0,4.0,6.0,2.0,,,15500000,Shanghai Road,130,1,1,1,1,1,1,1,1,1,0
"1 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",2.8,762.3,,,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers Compact Luxury! 1-Bedroom Studio Apartment for Sale in Defence View Apartments DHA Phase 4 Location: Defence View Apartments, DHA Lahore Phase 4 Size: 625 Sqft 1 Spacious Bedroom with Attached Bath Open Kitchen | Cozy Lounge Space | Reserved Parking | Fast Internet Modern Amenities Include: Smart Card Entry System Balcony with Scenic View Rooftop Access for Leisure Fully Equipped Gym & Swimming Pool In-House Cinema, Park & Nearby Pharmacy 24/7 Security Peaceful Family Environment Ideal for Singles, Couples, or Investment Excellent Value Perfect Starter Home or Rental Investment Contact Now to Schedule a Visit & Learn More!",,,1.0,1.0,1.0,,,11500000,Shanghai Road,118,1,1,1,0,1,1,1,1,0,1
"1 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",2.8,762.3,,,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, LUXURY 1 BED APARTMENT FOR SALE DEFENCE VIEW APARTMENTS, DHA PHASE 4 1 Bedroom with Attached Bathroom Modern Kitchen & Stylish Lounge Dedicated Car Parking 24/7 Security & High-Speed Internet Gym, Swimming Pool & Cinema Rooftop Area, Pharmacy & Kids Playground Proper Family Environment Excellent Rental Demand & Handsome Rental Income Location: Defence View Apartments, DHA Phase 4 Demand: 130 Lac Serious Buyers & Investors Contact Now Ideal for Living & Rental Returns!",,,3.0,3.0,1.0,1.0,1.0,13500000,Shanghai Road,115,1,1,1,0,1,1,1,0,1,0
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.6,1524.6,2.0,4.0,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, Modern 2-Bed Apartment for Sale in Defence View Apartments DHA Phase 4 Location: Defence View Apartments, DHA Lahore Phase 4 Size: 1250 Sqft 2 Bedrooms with Attached Bathrooms Modern Kitchen | Spacious Lounge | Reserved Parking | High-Speed Internet Premium Features & Facilities: Smart Card Entry System for Security Balcony with Peaceful Views Rooftop Sitting Area for Relaxation Fully Equipped Gym & Swimming Pool Mini Cinema, Park & On-Site Pharmacy 24/7 Security Proper Family Environment Walking Distance to Grocery, Cafes & DHA Commercial Market A Great Deal for Families or Investors Book Now! Contact Today for Visit & Booking Details",2.0,4.0,2.0,2.0,1.0,,1.0,15500000,Shanghai Road,128,1,1,1,1,0,1,0,1,0,1
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.4,1470.15,,,2024.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, Luxury Tower-Facing 2-Bed Apartment for Sale in Defence View Premium Lifestyle Awaits! Spacious 1210 Sqft | Modern Design | High-End Amenities Apartment Features: 2 Elegant Bedrooms with Attached Baths Stylish & Comfortable Contemporary Kitchen & Private Balcony Enjoy Breathtaking Views Prime Tower-Facing Unit Unmatched Location & Scenic Surroundings Exclusive Lifestyle Amenities: State-of-the-Art Gym & Swimming Pool Stay Fit & Refreshed Childrens Playground & Rooftop Event Space Perfect for Family & Social Gatherings Smart Card Entry & 24/7 Security Ultimate Safety & Peace of Mind Secure Parking Facility Hassle-Free & Dedicated Parking Fast WiFi & On-Site Pharmacy Convenience at Your Doorstep Demand: 150 Lacs A Deal You Cant Miss! Your Dream Home Awaits! Call Now for More Details & Viewing!",,,3.0,3.0,1.0,1.0,1.0,15000000,Shanghai Road,122,1,1,1,1,0,0,1,0,0,1
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.7,1551.825,,,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, LUXURY 2 BEDROOM APARTMENT FOR SALE DEFENCE VIEW DHA PHASE 4 | HIGH RENTAL VALUE 2 Bedrooms with Attached Bathrooms Modern Kitchen, Spacious Lounge & Dedicated Parking Secure Family Environment with 24/7 Security Gym, Swimming Pool, Cinema & Rooftop Access Park, Pharmacy & All Essential Facilities Within the Building Excellent Rental & Investment Potential Location: Defence View Apartments, DHA Phase 4 Type: Luxury Apartment Prime Living & Smart Investment Limited Units Available!",,,1.0,1.0,1.0,1.0,1.0,15500000,Shanghai Road,104,1,1,1,1,1,1,1,0,0,0
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.2,1415.7,2.0,,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, PREMIUM 2 BED APARTMENT FOR SALE DEFENCE VIEW APARTMENTS, DHA PHASE 4 2 Bedrooms with Attached Bathrooms Modern Kitchen & Spacious Lounge Balcony with Open View Dedicated Car Parking 24/7 Security & Proper Family Environment Gym, Swimming Pool & Rooftop Area Park & Pharmacy Within Premises Excellent Rental Demand & High Rental Value Location: Defence View Apartments, DHA Phase 4 Serious Buyers & Investors Contact Now Ideal for Living & Strong Rental Returns!",2.0,,1.0,1.0,1.0,1.0,1.0,15000000,Shanghai Road,128,1,1,1,1,1,1,1,1,1,0
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.4,1470.15,,,2024.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","KD Developers Offers, 1250sqft 2 Bedrooms Apartment Available For Sale In Defence View Apartments | DHA Phase 4, KK Block Main Features; 2 Bedroom With Attached Bathroom. 1 Kitchen. 1 Beautiful Drawing Room. Dreamy View From Terrace. Swimming Pool Modern Gym Smart Card Entry Roof Top Area For Events A Few Minutes' Drive From Main Restaurants And Hospitals. Surrounded By A Safe & Sound Environment. Feel Free To Contact For Further Details!",,,2.0,2.0,1.0,,1.0,15500000,Shanghai Road,117,1,0,1,0,1,1,1,1,1,1
#NAME?,2.9,789.525,,,2022.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Its a 650+sqft Spacious Secure Living Space in Defence View Apartments having; Rental Value: 90-K OR More, Secure Entry with Permission, Modern Furniture & Equipment, Extra Space Because of CORNER, Electricity Backup, Adjacent to DHA and Ring Road interchange, Competitive Price, High in Demand Less Availability Contact for More Such Requirements!",,,3.0,3.0,1.0,1.0,1.0,13000000,Shanghai Road,68,1,1,0,0,1,0,0,0,0,0
#NAME?,2.8,762.3,,3.0,,"Defence View Apartments, Shanghai Road, Lahore, Punjab",Luxury Furnished Studio Apartment For Sale Luxury Kitchen Attach Bathroom Modern Furnishing &Amp Appliances Gated Community 24/7 Electricity Backup 24 Hours Security Elevator Wifi Connectivity Prime Location,,3.0,2.0,2.0,1.0,2.0,1.0,12000000,Shanghai Road,102,0,0,0,0,0,0,0,1,0,0
"3 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",8.3,2259.675,5.0,7.0,,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Brand New 3 bedroom apartment available for sale investor price *Luxury studio 3-Bed Apartment for Sale!* DVA Defence View Apartment, Opp DHA Phase 4, Lahore *Rent: Rs. 160,000* *Service Charges: Rs. 20,000* *Size: 1862 Sqft* Top Amenities: Pool | Gym | Theater Caf | Lift | Parking | 24/7 Security Perfect comfort & location just move in!",5.0,7.0,3.0,3.0,1.0,,2.0,24000000,Shanghai Road,130,1,1,1,1,1,1,1,1,1,1
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.5,1497.375,3.0,7.0,,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Mian property Offers, 2 BED Outclass Defense View Apartment Available For Sale Shanghai Road 2 master size bedrooms 2 bath rooms Jacuzzi tub bath shower cabin store room company kitchen TV lounge car parking laundry area servant quarter solid wooden work tilled wooden flooring hot location & easy approach call us for more details. With the top-notch facilities available at the highly affordable price of rs , this is an opportunity you must avail. Our listing is the best choice for you if you're searching for property sized 4500 square feet. Rent this property now before you miss the chance! On a quest to find something remarkable in Lahore? Here are a few options for you. Let us help you narrow down popular areas for upper portion in lahore. The location of dha defence is the most coveted address in the city. you can read the notable property features below. you can make arrangements for your next get together with your friends and family in the spacious lawn. you can work out at the gym within premises to make up for the physical activity lag created by the urban life. relax in the lounge/ sitting room after a long day and spend quality time with your family. no longer will you have to miss an update or suffer buffering as the project comprises broadband internet access among many other convenient facilities. gather your family around and share the details of your day over dinner in the dining room that comes with your next home. the upper portion features a steam room to help you evaporate your daily concerns. interested in a specific upper portion? Leave your details for further correspondence",3.0,7.0,2.0,2.0,1.0,,1.0,17000000,Shanghai Road,135,1,1,1,1,1,1,1,1,1,1
"3 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",9.1,2477.475,,,2024.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","KD Developers Offers, 2050sqft 3 Bedrooms Lavish Apartment Available For Sale In Defence View Apartments | DHA Phase 4, KK Block Main Features; 3 Bedrooms With Attached Bathrooms 1 Kitchen 1 Beautiful Drawing Room. Dreamy View From Terrace. Swimming Pool Modern Gym Smart Card Entry Roof Top Area For Events A Few Minutes' Drive From Main Restaurants And Hospitals. Surrounded By A Safe & Sound Environment. Feel Free To Contact For Further Details!",,,3.0,3.0,1.0,,1.0,22200000,Shanghai Road,128,1,1,1,1,1,1,1,1,1,0
#NAME?,2.8,762.3,,,2024.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","KD Developers Offers, 625sqft 1 Bed Studio Apartment Available For Sale In Defence View Apartments | DHA Phase 4, KK Block Main Features; 1 Bedroom With Attached Bathroom. 1 Kitchen. 1 Beautiful Drawing Room. Dreamy View From Terrace. Swimming Pool Modern Gym Smart Card Entry Roof Top Area For Events A Few Minutes' Drive From Main Restaurants And Hospitals. Surrounded By A Safe &Amp Sound Environment. Feel Free To Contact For Further Details!",,,3.0,3.0,1.0,,,11800000,Shanghai Road,113,1,1,1,1,1,1,1,1,1,0
"1 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",2.8,762.3,,,2024.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","KD Developers Offers, 625sqft 1 Bed Studio Apartment Available For Sale In Defence View Apartments | DHA Phase 4, KK Block Main Features; 1 Bedroom With Attached Bathroom. 1 Kitchen. 1 Beautiful Drawing Room. Dreamy View From Terrace. Swimming Pool Modern Gym Smart Card Entry Roof Top Area For Events A Few Minutes' Drive From Main Restaurants And Hospitals. Surrounded By A Safe & Sound Environment. Feel Free To Contact For Further Details!",,,1.0,1.0,1.0,,,15000000,Shanghai Road,128,1,1,1,1,1,1,1,1,1,1
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.4,1470.15,10.0,5.0,2024.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, Best Deal. . . 2 Bedrooms Apartment Available For Sale In Defense View Apartments | DHA Phase 4, KK Block Main Features; 2 Bedroom With Attached Bathroom. 1 Kitchen. 1 Beautiful Drawing Room. Dreamy View From Terrace. Swimming Pool Modern Gym Smart Card Entry Roof Top Area For Events A Few Minutes' Drive From Main Restaurants And Hospitals. Surrounded By A Safe & Sound Environment. Feel Free To Contact For Further Details!",10.0,5.0,2.0,2.0,1.0,1.0,1.0,16500000,Shanghai Road,140,1,1,1,1,1,1,1,1,1,1
"3 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",10.0,2722.5,2.0,,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Presents, Luxury 3 Bed Apartment for Sale in Defence View Apartments DHA Phase 4 High Rental Yield Property Highlights: 3 Spacious Bedrooms with Attached Bathrooms Modern Kitchen & Comfortable TV Lounge Balcony with Open Views Dedicated Car Parking 24/7 Security & CCTV Surveillance Family-Friendly & Well-Maintained Environment Project Amenities: Fully Equipped Gym Swimming Pool Cinema / Entertainment Area Childrens Play Area Rooftop Sitting Area In-Building Pharmacy Investment Edge: High Rental Income Potential Ideal for End-Users & Investors Demand: 250 Lac",2.0,,2.0,2.0,1.0,1.0,1.0,25000000,Shanghai Road,120,1,1,1,0,0,0,0,0,0,1
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.6,1524.6,,,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, Modern 2-Bed Apartment for Sale in Defence View Apartments DHA Phase 4 Location: Defence View Apartments, DHA Lahore Phase 4 Size: 1250 Sqft 2 Bedrooms with Attached Bathrooms Modern Kitchen | Spacious Lounge | Reserved Parking | High-Speed Internet Premium Features & Facilities: Smart Card Entry System for Security Balcony with Peaceful Views Rooftop Sitting Area for Relaxation Fully Equipped Gym & Swimming Pool Mini Cinema, Park & On-Site Pharmacy 24/7 Security Proper Family Environment Walking Distance to Grocery, Cafes & DHA Commercial Market A Great Deal for Families or Investors Book Now! Contact Today for Visit & Booking Details",,,,5.0,1.0,1.0,1.0,15500000,Shanghai Road,123,1,1,1,1,1,1,1,1,1,0
"1 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",2.8,762.3,2.0,4.0,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, Smart Living Starts Here! 1-Bed Studio Apartment for Sale Defence View Apartments, DHA Phase 4 Location: Defence View Apartments, DHA Lahore Phase 4 Size: 625 Sqft 1 Comfortable Bedroom with Attached Bathroom Modern Open Kitchen | Lounge Area | Allocated Parking | High-Speed Internet Premium Facilities Include: Smart Card Secured Entry Balcony with a Relaxing View Rooftop Sitting Area Swimming Pool & Fully Equipped Gym Private Cinema, Park & Pharmacy Inside Project 24/7 Security & Peaceful, Family-Friendly Atmosphere Walking Distance to Daily Necessities & DHA Commercials Affordable Luxury Ideal for Young Professionals, Couples & Investors Limited Units Call Now for Booking & Visit Arrangements!",2.0,4.0,,5.0,1.0,1.0,1.0,11500000,Shanghai Road,133,1,0,1,1,0,1,0,1,0,1
"2 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",5.2,1415.7,,,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, PREMIUM 2 BED APARTMENT FOR SALE DEFENCE VIEW APARTMENTS, DHA PHASE 4 2 Bedrooms with Attached Bathrooms Modern Kitchen & Spacious Lounge Balcony with Open View Dedicated Car Parking 24/7 Security & Proper Family Environment Gym, Swimming Pool & Rooftop Area Park & Pharmacy Within Premises Excellent Rental Demand & High Rental Value Location: Defence View Apartments, DHA Phase 4 Serious Buyers & Investors Contact Now Ideal for Living & Strong Rental Returns!",,,5.0,5.0,2.0,,1.0,15500000,Shanghai Road,111,1,1,1,0,0,0,0,0,0,0
"3 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",10.0,2722.5,,,2025.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, Stylish Living in DHA! 3-Bed Luxury Apartment for Sale in Defence View Apartments Phase 4 Location: Defence View Apartments, DHA Phase 4 Lahore Size: 2250 Sqft 3 Bedrooms with Attached Bathrooms Kitchen | Lounge | Dedicated Parking | Fast Internet Features & Amenities: Smart Card Entry System Private Balcony with View Gym & Swimming Pool In-House Cinema & Park 24/7 Security & Family-Friendly Environment Rooftop Access | Nearby Pharmacy & Essentials Peaceful, Well-Maintained Community Ideal for Families | Demand: Contact for Price Serious Buyers Contact Now for Visit & Booking Info!",,,2.0,2.0,1.0,,,27500000,Shanghai Road,111,1,1,1,0,0,0,0,0,0,0
"3 BHK Defence View Apartments, Shanghai Road, Lahore, Punjab",10.0,2722.5,1.0,8.0,2024.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, 2250sqft 3 Bedrooms Lavish Apartment Available For Sale In Defence View Apartments DHA Phase 4 KK Block Main Features; 3 Bedrooms With Attached Bathrooms 1 Kitchen 1 Beautiful Drawing Room. Dreamy View From Terrace. Swimming Pool Modern Gym Smart Card Entry Roof Top Area For Events A Few Minutes' Drive From Main Restaurants And Hospitals. Surrounded By A Safe & Sound Environment. Feel Free To Contact For Further Details!",1.0,8.0,1.0,1.0,1.0,1.0,1.0,23500000,Shanghai Road,136,1,1,1,1,1,1,1,1,1,1
#NAME?,2.8,762.3,,4.0,2024.0,"Defence View Apartments, Shanghai Road, Lahore, Punjab","Khurram Developers Offers, 625sqft 1 Bed Studio Apartment Available For Sale In Defence View Apartments | DHA Phase 4, KK Block Main Features; 1 Bedroom With Attached Bathroom. 1 Kitchen. 1 Beautiful Drawing Room. Dreamy View From Terrace. Swimming Pool Modern Gym Smart Card Entry Roof Top Area For Events A Few Minutes' Drive From Main Restaurants And Hospitals. Surrounded By A Safe & Sound Environment. Feel Free To Contact For Further Details!",,4.0,2.0,2.0,1.0,1.0,1.0,11400000,Shanghai Road,133,1,1,1,1,1,1,1,1,1,1
"2 BHK Shanghai Road, Lahore, Punjab",5.5,1497.375,7.0,8.0,2024.0,"Shanghai Road, Lahore, Punjab","HARMAIN REAL ESTATE & BUILDERS OFFER, 2 Bed Luxury Defence view Apartments Residential Available For Sale Near DHA Phase 4 1231 Sq. Ft. Brand New 2 Bed Apartment with 110 thousand Rental Income Near to DHA Phase 4 KK Block DVA is a purely residential apartment complex and It is a gated community living concept with all the services and amenities built inside the complex. *Now DVA Apartment has been registered in FBR* Total Buildings/Towers: 5 Towers (A,B,C,D & E) Building Structure: Ground + 7 Floors with Basement Parking Separate Community Building & Reception Building Apartment Types: single bed ,2 Bedrooms & 3 Bedrooms. Key Services & Amenities: -24/7 Security & CCTV Monitoring -Spacious & Secure Car Parking -Full Backup Generation -Swimming Pool & Gym -Event Halls for Family Functions -Business Center -Day Care Center -Prayer Area in Each Tower -BBQ Areas is Each Tower -2 Lifts in Each Tower -Fire Exits in Each Tower Apartments Sale Price with Monthly Rental Income : 1 Bed Studio= 9,800,000/- Monthly Rent= 60,000/- 2 Bed Apartment = 16,500,000/- Monthly Rent= 110,000/- 3 Bed Apartment = 24,000,000/- Monthly Rent= 140,000/ Call or WhatsApp for inquiries:",7.0,8.0,1.0,1.0,1.0,,,16500000,Shanghai Road,140,1,1,1,1,1,1,1,1,1,1
